date,type,wmean,wmedian,wiqm,frac,stats
2017-02-14,dir-onions-seen,53914,53521,53649,0.71333000,2735
2017-02-15,dir-onions-seen,53461,53480,53458,0.71036100,2731
2017-02-16,dir-onions-seen,54039,53480,53381,0.71010500,2721
2017-02-17,dir-onions-seen,54130,53500,53690,0.71038000,2705
2017-02-18,dir-onions-seen,53341,52956,53060,0.71194500,2716
2017-02-19,dir-onions-seen,52140,51860,52007,0.70990500,2748
2017-02-20,dir-onions-seen,53060,52750,52723,0.71124500,2776
2017-02-21,dir-onions-seen,52067,51789,51812,0.72003900,2784
2017-02-22,dir-onions-seen,52505,52350,52227,0.71541500,2748
2017-02-23,dir-onions-seen,52649,52589,52435,0.69906100,2621
2017-02-24,dir-onions-seen,53292,52835,52980,0.69819700,2566
2017-02-25,dir-onions-seen,53460,53401,53332,0.70170500,2552
2017-02-26,dir-onions-seen,53691,52943,53099,0.70514900,2569
2017-02-27,dir-onions-seen,54118,53763,53819,0.70158700,2616
2017-02-28,dir-onions-seen,55919,55279,55277,0.70814900,2709
2017-03-01,dir-onions-seen,53924,53922,53785,0.68516600,2646
2017-03-02,dir-onions-seen,53989,53265,53384,0.70594300,2706
2017-03-03,dir-onions-seen,53560,53465,53321,0.71608000,2726
2017-03-04,dir-onions-seen,54289,53819,53862,0.70931600,2725
2017-03-05,dir-onions-seen,55220,54656,54675,0.69580400,2702
2017-03-06,dir-onions-seen,55896,55238,55380,0.69120300,2604
2017-03-07,dir-onions-seen,54666,53996,54094,0.68916100,2535
2017-03-08,dir-onions-seen,53709,53702,53722,0.68154300,2410
2017-03-09,dir-onions-seen,53931,53584,53716,0.68403700,2373
2017-03-10,dir-onions-seen,54683,54255,54325,0.69554100,2500
2017-03-11,dir-onions-seen,53739,53107,53197,0.69200600,2559
2017-03-12,dir-onions-seen,54493,54011,54188,0.69982100,2608
2017-03-13,dir-onions-seen,54099,53319,53512,0.70942600,2735
2017-03-14,dir-onions-seen,53634,53161,53045,0.71356500,2779
2017-03-15,dir-onions-seen,54271,53516,53620,0.71174600,2769
2017-03-16,dir-onions-seen,53630,52966,53002,0.72135600,2788
2017-03-17,dir-onions-seen,55693,54843,54872,0.72671000,2835
2017-03-18,dir-onions-seen,121615,125978,124958,0.72322300,2842
2017-03-19,dir-onions-seen,94283,92342,92690,0.72773400,2884
2017-03-20,dir-onions-seen,55403,54945,55048,0.72253200,2915
2017-03-21,dir-onions-seen,54972,54672,54788,0.72762400,2933
2017-03-22,dir-onions-seen,62685,62453,62424,0.72177900,2902
2017-03-23,dir-onions-seen,52261,52030,52106,0.73496700,2947
2017-03-24,dir-onions-seen,52225,52058,52089,0.73181400,2911
2017-03-25,dir-onions-seen,55047,54412,54578,0.73514600,2938
2017-03-26,dir-onions-seen,86737,87028,87028,0.73612600,2951
2017-03-27,dir-onions-seen,58766,57093,57408,0.73755700,2993
2017-03-28,dir-onions-seen,53401,52834,52891,0.73215500,2966
2017-03-29,dir-onions-seen,53985,53734,53630,0.73430300,2929
2017-03-30,dir-onions-seen,53193,52707,52771,0.73739600,2883
2017-03-31,dir-onions-seen,53260,53020,53064,0.73485900,2867
2017-04-01,dir-onions-seen,53820,53632,53645,0.74392200,2929
2017-04-02,dir-onions-seen,55635,54726,54958,0.74337100,2943
2017-04-03,dir-onions-seen,56126,55683,55654,0.73614200,2945
2017-04-04,dir-onions-seen,57744,57057,57140,0.74811000,3049
2017-04-05,dir-onions-seen,59060,58252,58392,0.74437500,3037
2017-04-06,dir-onions-seen,58158,57692,57780,0.74432500,3008
2017-04-07,dir-onions-seen,57370,56777,56927,0.74944800,2947
2017-04-08,dir-onions-seen,56160,55907,55985,0.74809200,2966
2017-04-09,dir-onions-seen,57338,56833,56886,0.74329400,2957
2017-04-10,dir-onions-seen,56734,56246,56158,0.74754300,2989
2017-04-11,dir-onions-seen,69266,69231,69260,0.74665200,3008
2017-04-12,dir-onions-seen,65758,65134,65227,0.75364000,3004
2017-04-13,dir-onions-seen,67544,66406,66636,0.74825200,2967
2017-04-14,dir-onions-seen,55724,55254,55156,0.75495700,2975
2017-04-15,dir-onions-seen,59167,58591,58677,0.75664200,3001
2017-04-16,dir-onions-seen,60689,60688,60509,0.75093400,3007
2017-04-17,dir-onions-seen,62370,61947,61986,0.74666500,3020
2017-04-18,dir-onions-seen,64162,63422,63341,0.75353600,3076
2017-04-19,dir-onions-seen,64532,63659,63692,0.75258600,3076
2017-04-20,dir-onions-seen,57570,56770,56949,0.74917100,3083
2017-04-21,dir-onions-seen,53244,52564,52773,0.75364100,3083
2017-04-22,dir-onions-seen,53289,52746,52901,0.74949500,3081
2017-04-23,dir-onions-seen,53632,53225,53106,0.74666100,3060
2017-04-24,dir-onions-seen,53711,53150,53309,0.74210700,3023
2017-04-25,dir-onions-seen,55730,54677,54844,0.73542300,2989
2017-04-26,dir-onions-seen,54267,53472,53610,0.73837900,2959
2017-04-27,dir-onions-seen,52740,52730,52562,0.73812300,2943
2017-04-28,dir-onions-seen,53254,52632,52784,0.73924600,2935
2017-04-29,dir-onions-seen,54185,53523,53615,0.74802000,2955
2017-04-30,dir-onions-seen,52503,52083,52184,0.74835000,2982
2017-05-01,dir-onions-seen,52531,52083,52253,0.74669000,2986
2017-05-02,dir-onions-seen,54734,54088,54269,0.74395600,2975
2017-05-03,dir-onions-seen,53699,53250,53334,0.74620000,2976
2017-05-04,dir-onions-seen,53154,52795,52886,0.74511200,2954
2017-05-05,dir-onions-seen,52196,51961,52071,0.74425000,2949
2017-05-06,dir-onions-seen,51309,50926,51068,0.74605000,2953
2017-05-07,dir-onions-seen,50741,50570,50643,0.73381600,2915
2017-05-08,dir-onions-seen,51418,50798,50983,0.74461000,2952
2017-05-09,dir-onions-seen,52371,51366,51507,0.74686200,2960
2017-05-10,dir-onions-seen,51628,51099,51179,0.74409700,2936
2017-05-11,dir-onions-seen,51374,51051,51025,0.73497700,2914
2017-05-12,dir-onions-seen,51219,50725,50784,0.74620300,2960
2017-05-13,dir-onions-seen,51711,51343,51365,0.74403200,2941
2017-05-14,dir-onions-seen,50345,49708,49811,0.74310000,2928
2017-05-15,dir-onions-seen,50801,50140,50512,0.74270500,2942
2017-05-16,dir-onions-seen,52786,52240,52393,0.73792700,2926
2017-05-17,dir-onions-seen,54571,54722,54780,0.75170200,2984
2017-05-18,dir-onions-seen,60299,59871,59740,0.73590000,2833
2017-05-19,dir-onions-seen,60812,60367,60319,0.74481500,2832
2017-05-20,dir-onions-seen,60933,60417,60439,0.72995200,2757
2017-05-21,dir-onions-seen,60930,59956,60062,0.73780800,2838
2017-05-22,dir-onions-seen,60294,59414,59475,0.75378100,2899
2017-05-23,dir-onions-seen,61114,60476,60678,0.75526400,2895
2017-05-24,dir-onions-seen,60602,60328,60648,0.77788100,3051
2017-05-25,dir-onions-seen,59964,59028,59255,0.74966800,2926
2017-05-26,dir-onions-seen,59640,58788,59063,0.75166400,2946
2017-05-27,dir-onions-seen,58536,58126,58261,0.74774700,2929
2017-05-28,dir-onions-seen,58962,58176,58263,0.75043000,2971
2017-05-29,dir-onions-seen,58585,57920,58140,0.74803200,2961
2017-05-30,dir-onions-seen,59928,59254,59437,0.74459800,2916
2017-05-31,dir-onions-seen,59406,59130,58998,0.74887700,2928
2017-06-01,dir-onions-seen,59496,58927,59019,0.74960500,2898
2017-06-02,dir-onions-seen,58314,58009,58077,0.74684700,2858
2017-06-03,dir-onions-seen,59080,58685,58826,0.76480800,3051
2017-06-04,dir-onions-seen,59342,58562,58872,0.76536200,3099
2017-06-05,dir-onions-seen,59510,58824,58940,0.75817800,3040
2017-06-06,dir-onions-seen,58711,58304,58414,0.75106600,2985
2017-06-07,dir-onions-seen,58759,57932,58137,0.74466700,2978
2017-06-08,dir-onions-seen,58780,57522,57935,0.74978900,2948
2017-06-09,dir-onions-seen,59026,58333,58492,0.74331500,2901
2017-06-10,dir-onions-seen,58941,58386,58418,0.74399000,2881
2017-06-11,dir-onions-seen,58750,58201,58427,0.72458600,2741
2017-06-12,dir-onions-seen,59107,58484,58442,0.74913800,2693
2017-06-13,dir-onions-seen,58317,58040,58031,0.75307500,2625
2017-06-14,dir-onions-seen,55643,55180,55113,0.75501700,2595
2017-06-15,dir-onions-seen,55802,55197,55334,0.73003300,2583
2017-06-16,dir-onions-seen,56542,55673,55716,0.74905700,2772
2017-06-17,dir-onions-seen,55823,54954,55122,0.74779300,2781
2017-06-18,dir-onions-seen,56494,55882,55909,0.74254800,2807
2017-06-19,dir-onions-seen,55212,54755,54816,0.74281800,2852
2017-06-20,dir-onions-seen,56872,55593,55962,0.73641100,2802
2017-06-21,dir-onions-seen,56138,55083,55207,0.74665300,2746
2017-06-22,dir-onions-seen,56386,55556,55653,0.75035900,2665
2017-06-23,dir-onions-seen,57111,56367,56355,0.76058500,2717
2017-06-24,dir-onions-seen,55931,55195,55397,0.76511500,2784
2017-06-25,dir-onions-seen,56276,55556,55619,0.77461900,2956
2017-06-26,dir-onions-seen,56209,55381,55542,0.75776800,2983
2017-06-27,dir-onions-seen,54837,54718,54761,0.78168400,3097
2017-06-28,dir-onions-seen,54216,53779,53660,0.77883100,3025
2017-06-29,dir-onions-seen,54362,53812,53770,0.78300300,2945
2017-06-30,dir-onions-seen,53438,53096,53254,0.77511100,2872
2017-07-01,dir-onions-seen,52438,52000,52036,0.78630900,2871
2017-07-02,dir-onions-seen,52529,51998,52047,0.78381700,2859
2017-07-03,dir-onions-seen,53103,52823,52890,0.77018500,2787
2017-07-04,dir-onions-seen,52931,52058,52136,0.78141700,2794
2017-07-05,dir-onions-seen,53918,53419,53304,0.79132900,2828
2017-07-06,dir-onions-seen,52837,52342,52455,0.79199400,2849
2017-07-07,dir-onions-seen,52580,52079,52182,0.78270500,2865
2017-07-08,dir-onions-seen,53128,52707,52723,0.80688800,2983
2017-07-09,dir-onions-seen,53843,53012,53168,0.80403000,3036
2017-07-10,dir-onions-seen,54005,53374,53457,0.80658800,3063
2017-07-11,dir-onions-seen,54378,54441,54374,0.83056100,3221
2017-07-12,dir-onions-seen,54896,53806,54055,0.81449600,3134
2017-07-13,dir-onions-seen,54812,54307,54237,0.80957300,3080
2017-07-14,dir-onions-seen,55130,54627,54626,0.81352900,3091
2017-07-15,dir-onions-seen,55498,54933,55066,0.82197100,3109
2017-07-16,dir-onions-seen,55613,54878,54785,0.82077400,3112
2017-07-17,dir-onions-seen,56028,55243,55407,0.81661500,3131
2017-07-18,dir-onions-seen,56042,55282,55188,0.82421400,3204
2017-07-19,dir-onions-seen,55094,54572,54596,0.82574500,3184
2017-07-20,dir-onions-seen,56611,55699,55912,0.82598500,3169
2017-07-21,dir-onions-seen,57223,56349,56359,0.82742600,3165
2017-07-22,dir-onions-seen,58084,57239,57487,0.82939800,3197
2017-07-23,dir-onions-seen,57687,56748,56863,0.81081100,3164
2017-07-24,dir-onions-seen,58247,57491,57612,0.81740000,3186
2017-07-25,dir-onions-seen,58672,58292,58317,0.81207800,3145
2017-07-26,dir-onions-seen,58099,57339,57656,0.81945500,3137
2017-07-27,dir-onions-seen,57751,56863,56971,0.81639700,3128
2017-07-28,dir-onions-seen,57675,57030,57004,0.82213200,3139
2017-07-29,dir-onions-seen,57350,56604,56683,0.82506900,3160
2017-07-30,dir-onions-seen,55720,55197,55237,0.82449900,3147
2017-07-31,dir-onions-seen,57795,56716,57010,0.82190700,3153
2017-08-01,dir-onions-seen,57089,56085,56061,0.82512800,3163
2017-08-02,dir-onions-seen,56836,56057,56063,0.82712500,3157
2017-08-03,dir-onions-seen,56682,55731,55902,0.81415200,3060
2017-08-04,dir-onions-seen,56435,55769,55861,0.81528300,3020
2017-08-05,dir-onions-seen,51314,50625,50585,0.82099000,3003
2017-08-06,dir-onions-seen,47419,46851,46907,0.83299200,3043
2017-08-07,dir-onions-seen,46264,45708,45725,0.82860900,3046
2017-08-08,dir-onions-seen,46499,45790,45832,0.82500900,3068
2017-08-09,dir-onions-seen,46690,46270,46445,0.83065700,3018
2017-08-10,dir-onions-seen,46991,47162,47125,0.84533700,3075
2017-08-11,dir-onions-seen,48434,47931,47996,0.82758100,2953
2017-08-12,dir-onions-seen,47648,47117,47339,0.82015100,2871
2017-08-13,dir-onions-seen,47403,46958,47072,0.82457700,2923
2017-08-14,dir-onions-seen,48531,47739,47867,0.81616100,2913
2017-08-15,dir-onions-seen,48833,48387,48329,0.81753900,2912
2017-08-16,dir-onions-seen,49239,48574,48710,0.84641100,3021
2017-08-17,dir-onions-seen,48917,48341,48360,0.81146500,2965
2017-08-18,dir-onions-seen,48309,47744,47959,0.81343500,2971
2017-08-19,dir-onions-seen,49477,48951,48856,0.83871600,3019
2017-08-20,dir-onions-seen,48607,48387,48366,0.83751200,2959
2017-08-21,dir-onions-seen,48759,48198,48199,0.82561500,2974
2017-08-22,dir-onions-seen,49144,48551,48712,0.83797100,3039
2017-08-23,dir-onions-seen,48945,48457,48345,0.83840900,3090
2017-08-24,dir-onions-seen,48502,47904,48027,0.83221800,3052
2017-08-25,dir-onions-seen,47417,47009,47022,0.82976500,3081
2017-08-26,dir-onions-seen,47590,47206,47382,0.83336600,3088
2017-08-27,dir-onions-seen,48257,47699,47748,0.83377100,3125
2017-08-28,dir-onions-seen,49915,49327,49356,0.83320100,3152
2017-08-29,dir-onions-seen,51768,50941,51023,0.83808100,3132
2017-08-30,dir-onions-seen,50477,50047,50189,0.84143100,3137
2017-08-31,dir-onions-seen,50341,50218,50063,0.82930800,3080
2017-09-01,dir-onions-seen,50826,50170,50278,0.83758300,3096
2017-09-02,dir-onions-seen,50337,49774,49758,0.83218900,3089
2017-09-03,dir-onions-seen,48957,48521,48566,0.83616600,3085
2017-09-04,dir-onions-seen,49413,48806,48934,0.83095100,3078
2017-09-05,dir-onions-seen,49900,49198,49444,0.83929900,3110
2017-09-06,dir-onions-seen,51478,50678,50639,0.84609200,3137
2017-09-07,dir-onions-seen,50603,49828,49788,0.84094900,3134
2017-09-08,dir-onions-seen,49263,48718,48947,0.84140800,3135
2017-09-09,dir-onions-seen,49407,48611,48795,0.84819000,3169
2017-09-10,dir-onions-seen,49495,49074,49101,0.84741400,3157
2017-09-11,dir-onions-seen,48663,48440,48365,0.85215500,3180
2017-09-12,dir-onions-seen,49246,48544,48641,0.85227200,3177
2017-09-13,dir-onions-seen,49667,49073,49241,0.84269000,3148
2017-09-14,dir-onions-seen,50402,49451,49703,0.84479500,3133
2017-09-15,dir-onions-seen,49565,48746,48889,0.84635500,3120
2017-09-16,dir-onions-seen,48708,47962,48024,0.85163900,3137
2017-09-17,dir-onions-seen,48405,47865,47983,0.84948900,3144
2017-09-18,dir-onions-seen,48742,48383,48300,0.85117800,3220
2017-09-19,dir-onions-seen,49255,48469,48677,0.84114000,3170
2017-09-20,dir-onions-seen,49046,48596,48576,0.84206300,3114
2017-09-21,dir-onions-seen,51420,50678,50667,0.82435400,2987
2017-09-22,dir-onions-seen,49842,49289,49361,0.83291200,2899
2017-09-23,dir-onions-seen,49484,48530,48667,0.84648700,2855
2017-09-24,dir-onions-seen,49436,48287,48528,0.84497000,2850
2017-09-25,dir-onions-seen,49560,48822,48991,0.83726900,2855
2017-09-26,dir-onions-seen,50148,49527,49706,0.84049700,2944
2017-09-27,dir-onions-seen,52004,51221,51303,0.86182100,3153
2017-09-28,dir-onions-seen,51400,50821,50904,0.86349800,3179
2017-09-29,dir-onions-seen,49952,49876,49872,0.86185000,3131
2017-09-30,dir-onions-seen,50032,49497,49336,0.85581400,3007
2017-10-01,dir-onions-seen,49790,49236,49295,0.85646600,3080
2017-10-02,dir-onions-seen,49867,49327,49312,0.87461700,3175
2017-10-03,dir-onions-seen,51466,50505,50695,0.84890000,2955
2017-10-04,dir-onions-seen,50975,50206,50165,0.84840100,2924
2017-10-05,dir-onions-seen,50213,49383,49576,0.84976300,2894
2017-10-06,dir-onions-seen,50749,49856,50029,0.84994100,2897
2017-10-07,dir-onions-seen,50061,49430,49422,0.84588900,2846
2017-10-08,dir-onions-seen,49737,49172,49329,0.85325500,2861
2017-10-09,dir-onions-seen,49003,49224,49263,0.88933900,3019
2017-10-10,dir-onions-seen,50771,50407,50356,0.84794300,2931
2017-10-11,dir-onions-seen,52451,51460,51515,0.85149400,2988
2017-10-12,dir-onions-seen,50624,49858,49886,0.84851700,2990
2017-10-13,dir-onions-seen,50000,49005,49317,0.84823000,2953
2017-10-14,dir-onions-seen,51047,50100,50269,0.85475800,2957
2017-10-15,dir-onions-seen,50355,49915,49822,0.86283500,2907
2017-10-16,dir-onions-seen,51281,50773,50795,0.85185300,2919
2017-10-17,dir-onions-seen,52262,51808,51764,0.84236900,2883
2017-10-18,dir-onions-seen,53875,52891,52985,0.84854900,2908
2017-10-19,dir-onions-seen,53827,53385,53263,0.85394100,2884
2017-10-20,dir-onions-seen,53505,52462,52601,0.85748200,3059
2017-10-21,dir-onions-seen,51208,50477,50453,0.84055900,3041
2017-10-22,dir-onions-seen,52001,51143,51338,0.84039200,3089
2017-10-23,dir-onions-seen,53152,52219,52355,0.83766700,3090
2017-10-24,dir-onions-seen,52888,52023,52114,0.84042600,3075
2017-10-25,dir-onions-seen,53243,52179,52289,0.83652200,3052
2017-10-26,dir-onions-seen,53351,51971,52245,0.84349400,3066
2017-10-27,dir-onions-seen,51942,50946,51214,0.84523700,3088
2017-10-28,dir-onions-seen,51701,50694,50877,0.84416100,3042
2017-10-29,dir-onions-seen,51583,50742,50799,0.82298000,2938
2017-10-30,dir-onions-seen,52911,51808,52068,0.11803100,438
